报文种类,报文标识号,付款人帐号,付款人名称,收款行行号,收款行名称,收款人帐号,收款人名称,金额
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连西岗支行营业部,3.40E+18,待报解预算收入-西岗支库待处理税款户,270.87
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连沙河口支行营业部,3.40E+18,待报解预算收入-沙河口支库待处理税款户,60
111,2.02E+15,3.50E+17,国家金库大连市分库,3.01E+11,交通银行股份有限公司大连高新技术产业园区支行,22203000362,园区支库待处理税款户,85.92
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连中山广场支行营业部,3.40E+18,待报解预算收入-中山支库待处理税款户,4611.06
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连甘井子支行营业部,3.40E+18,待报解预算收入-甘井子支库待处理税款户,40677.9
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连旅顺口支行,5010105,旅顺支库待处理税款户,2349.09
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连旅顺口支行,5010105,旅顺支库待处理税款户,1637.5
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连旅顺口支行,5010105,旅顺支库待处理税款户,10220.93
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连旅顺口支行,5010105,旅顺支库待处理税款户,20.6
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连旅顺口支行,5010105,旅顺支库待处理税款户,46.5
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连旅顺口支行,5010105,旅顺支库待处理税款户,20936.43
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连长海广鹿分理处,481106001,广鹿岛待处理税款户,962.71
111,2.02E+15,3.50E+17,国家金库大连市分库,3.01E+11,交通银行股份有限公司大连高新技术产业园区支行,22203000362,园区支库待处理税款户,3517.74
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连中山广场支行营业部,3.40E+18,待报解预算收入-中山支库待处理税款户,108.5
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连沙河口支行营业部,3.40E+18,待报解预算收入-沙河口支库待处理税款户,54.36
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连中山广场支行营业部,3.40E+18,待报解预算收入-中山支库待处理税款户,3353715.59
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连中山广场支行营业部,3.40E+18,待报解预算收入-中山支库待处理税款户,314.29
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连西岗支行营业部,3.40E+18,待报解预算收入-西岗支库待处理税款户,2162.65
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连沙河口支行营业部,3.40E+18,待报解预算收入-沙河口支库待处理税款户,3931.33
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连甘井子支行营业部,3.40E+18,待报解预算收入-甘井子支库待处理税款户,69644.18
111,2.02E+15,3.50E+17,国家金库大连市分库,3.01E+11,交通银行股份有限公司大连高新技术产业园区支行,22203000362,园区支库待处理税款户,9767.71
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连花园口支行,5010109,大连花园口支库待处理税款户,2125
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连中山广场支行营业部,3.40E+18,待报解预算收入-中山支库待处理税款户,165943.38
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连西岗支行营业部,3.40E+18,待报解预算收入-西岗支库待处理税款户,2717303.71
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连沙河口支行营业部,3.40E+18,待报解预算收入-沙河口支库待处理税款户,255512.77
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连甘井子支行营业部,3.40E+18,待报解预算收入-甘井子支库待处理税款户,177373.82
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连旅顺口支行,5010105,旅顺支库待处理税款户,118985.02
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连旅顺口支行,5010105,旅顺支库待处理税款户,12623.01
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连旅顺口支行,5010105,旅顺支库待处理税款户,49.9
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连旅顺口支行,5010105,旅顺支库待处理税款户,967.49
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连旅顺口支行,5010105,旅顺支库待处理税款户,2543.54
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连旅顺口支行,5010105,旅顺支库待处理税款户,14735.52
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连长海支行,50101007,长海县支库待处理税款户,20665.26
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连长海支行,50101007,长海县支库待处理税款户,193.16
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连长海獐子岛分理处,481105001,獐子乡镇待处理税款户,171.55
111,2.02E+15,3.50E+17,国家金库大连市分库,3.01E+11,交通银行股份有限公司大连高新技术产业园区支行,22203000362,园区支库待处理税款户,91916
111,2.02E+15,3.50E+17,国家金库大连市分库,3.01E+11,交通银行股份有限公司大连高新技术产业园区支行,22203000362,园区支库待处理税款户,520.08
111,2.02E+15,3.50E+17,国家金库大连市分库,1.04E+11,中国银行大连长兴岛支行,9.04E+15,待报解财政收入长兴岛支库待处理税款户,97544.59
111,2.02E+15,3.50E+17,国家金库大连市分库,1.05E+11,中国建设银行大连保税区支行,24102650,保税区支库待处理税款户,379141.04
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连甘井子支行营业部,3.40E+18,待报解预算收入-甘井子支库待处理税款户,99334
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连中山广场支行营业部,3.40E+18,待报解预算收入-中山支库待处理税款户,14977.51
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连西岗支行营业部,3.40E+18,待报解预算收入-西岗支库待处理税款户,9133
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连沙河口支行营业部,3.40E+18,待报解预算收入-沙河口支库待处理税款户,9934.8
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连甘井子支行营业部,3.40E+18,待报解预算收入-甘井子支库待处理税款户,1064.81
111,2.02E+15,3.50E+17,国家金库大连市分库,3.01E+11,交通银行股份有限公司大连高新技术产业园区支行,22203000362,园区支库待处理税款户,33404.45
111,2.02E+15,3.50E+17,国家金库大连市分库,1.05E+11,中国建设银行大连保税区支行,24102650,保税区支库待处理税款户,6531.86
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连中山广场支行营业部,3.40E+18,待报解预算收入-中山支库待处理税款户,1602.11
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连西岗支行营业部,3.40E+18,待报解预算收入-西岗支库待处理税款户,9662.11
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连沙河口支行营业部,3.40E+18,待报解预算收入-沙河口支库待处理税款户,633.76
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连甘井子支行营业部,3.40E+18,待报解预算收入-甘井子支库待处理税款户,3847.79
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连旅顺口支行,5010105,旅顺支库待处理税款户,971.13
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连旅顺口支行,5010105,旅顺支库待处理税款户,19.63
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连旅顺口支行,5010105,旅顺支库待处理税款户,56522.81
111,2.02E+15,3.50E+17,国家金库大连市分库,3.01E+11,交通银行股份有限公司大连高新技术产业园区支行,22203000362,园区支库待处理税款户,37256.41
111,2.02E+15,3.50E+17,国家金库大连市分库,1.05E+11,中国建设银行大连保税区支行,24102650,保税区支库待处理税款户,45531.83
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连中山广场支行营业部,3.40E+18,待报解预算收入-中山支库待处理税款户,743.77
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连西岗支行营业部,3.40E+18,待报解预算收入-西岗支库待处理税款户,989.92
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连沙河口支行营业部,3.40E+18,待报解预算收入-沙河口支库待处理税款户,493.03
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连甘井子支行营业部,3.40E+18,待报解预算收入-甘井子支库待处理税款户,59590.59
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连旅顺口支行,5010105,旅顺支库待处理税款户,25
111,2.02E+15,3.50E+17,国家金库大连市分库,3.01E+11,交通银行股份有限公司大连高新技术产业园区支行,22203000362,园区支库待处理税款户,1905.97
111,2.02E+15,3.50E+17,国家金库大连市分库,1.05E+11,中国建设银行大连保税区支行,24102650,保税区支库待处理税款户,3872.85
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连中山广场支行营业部,3.40E+18,待报解预算收入-中山支库待处理税款户,11430.95
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连西岗支行营业部,3.40E+18,待报解预算收入-西岗支库待处理税款户,10853.93
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连沙河口支行营业部,3.40E+18,待报解预算收入-沙河口支库待处理税款户,265.92
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连甘井子支行营业部,3.40E+18,待报解预算收入-甘井子支库待处理税款户,4528.5
111,2.02E+15,3.50E+17,国家金库大连市分库,3.01E+11,交通银行股份有限公司大连高新技术产业园区支行,22203000362,园区支库待处理税款户,2613.63
111,2.02E+15,3.50E+17,国家金库大连市分库,1.05E+11,中国建设银行大连保税区支行,24102650,保税区支库待处理税款户,258220.94
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连中山广场支行营业部,3.40E+18,待报解预算收入-中山支库待处理税款户,33.68
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连西岗支行营业部,3.40E+18,待报解预算收入-西岗支库待处理税款户,157.28
111,2.02E+15,3.50E+17,国家金库大连市分库,1.05E+11,中国建设银行大连保税区支行,24102650,保税区支库待处理税款户,160.2
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连中山广场支行营业部,3.40E+18,待报解预算收入-中山支库待处理税款户,11258.83
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连西岗支行营业部,3.40E+18,待报解预算收入-西岗支库待处理税款户,11694.79
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连沙河口支行营业部,3.40E+18,待报解预算收入-沙河口支库待处理税款户,47954.33
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连甘井子支行营业部,3.40E+18,待报解预算收入-甘井子支库待处理税款户,376719.05
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连旅顺口支行,5010105,旅顺支库待处理税款户,2982.64
111,2.02E+15,3.50E+17,国家金库大连市分库,3.01E+11,交通银行股份有限公司大连高新技术产业园区支行,22203000362,园区支库待处理税款户,152964.43
111,2.02E+15,3.50E+17,国家金库大连市分库,1.05E+11,中国建设银行大连保税区支行,24102650,保税区支库待处理税款户,71799.3
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连中山广场支行营业部,3.40E+18,待报解预算收入-中山支库待处理税款户,70120.03
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连西岗支行营业部,3.40E+18,待报解预算收入-西岗支库待处理税款户,22597.25
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连沙河口支行营业部,3.40E+18,待报解预算收入-沙河口支库待处理税款户,45631.22
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连甘井子支行营业部,3.40E+18,待报解预算收入-甘井子支库待处理税款户,31600.85
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连旅顺口支行,5010105,旅顺支库待处理税款户,583593.8
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连旅顺口支行,5010105,旅顺支库待处理税款户,269.05
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连旅顺口支行,5010105,旅顺支库待处理税款户,6317.27
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连旅顺口支行,5010105,旅顺支库待处理税款户,1249.48
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连旅顺口支行,5010105,旅顺支库待处理税款户,820
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连旅顺口支行,5010105,旅顺支库待处理税款户,30886.38
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连旅顺口支行,5010105,旅顺支库待处理税款户,757.78
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连旅顺口支行,5010105,旅顺支库待处理税款户,4600.64
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连长海支行,50101007,长海县支库待处理税款户,7243.58
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连长海支行,50101007,长海县支库待处理税款户,7355.23
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连长海小长山分理处,481107001,小长山岛待处理税款户,7.2
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连长海广鹿分理处,481106001,广鹿岛待处理税款户,295.23
111,2.02E+15,3.50E+17,国家金库大连市分库,3.01E+11,交通银行股份有限公司大连高新技术产业园区支行,22203000362,园区支库待处理税款户,6220.02
111,2.02E+15,3.50E+17,国家金库大连市分库,3.01E+11,交通银行股份有限公司大连高新技术产业园区支行,22203000362,园区支库待处理税款户,292632.48
111,2.02E+15,3.50E+17,国家金库大连市分库,1.04E+11,中国银行大连长兴岛支行,9.04E+15,待报解财政收入长兴岛支库待处理税款户,258.47
111,2.02E+15,3.50E+17,国家金库大连市分库,1.05E+11,中国建设银行大连保税区支行,24102650,保税区支库待处理税款户,88395.32
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连花园口支行,5010109,大连花园口支库待处理税款户,329525.71
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连西岗支行营业部,3.40E+18,待报解预算收入-西岗支库待处理税款户,4.82
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连中山广场支行营业部,3.40E+18,待报解预算收入-中山支库待处理税款户,666
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连西岗支行营业部,3.40E+18,待报解预算收入-西岗支库待处理税款户,135.2
111,2.02E+15,3.50E+17,国家金库大连市分库,3.01E+11,交通银行股份有限公司大连高新技术产业园区支行,22203000362,园区支库待处理税款户,20
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连中山广场支行营业部,3.40E+18,待报解预算收入-中山支库待处理税款户,122.33
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连西岗支行营业部,3.40E+18,待报解预算收入-西岗支库待处理税款户,86.11
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连沙河口支行营业部,3.40E+18,待报解预算收入-沙河口支库待处理税款户,30.65
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连甘井子支行营业部,3.40E+18,待报解预算收入-甘井子支库待处理税款户,373.2
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连旅顺口支行,5010105,旅顺支库待处理税款户,145.63
111,2.02E+15,3.50E+17,国家金库大连市分库,3.01E+11,交通银行股份有限公司大连高新技术产业园区支行,22203000362,园区支库待处理税款户,299.24
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连中山广场支行营业部,3.40E+18,待报解预算收入-中山支库待处理税款户,259294.25
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连西岗支行营业部,3.40E+18,待报解预算收入-西岗支库待处理税款户,15727.14
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连沙河口支行营业部,3.40E+18,待报解预算收入-沙河口支库待处理税款户,48268.36
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连甘井子支行营业部,3.40E+18,待报解预算收入-甘井子支库待处理税款户,199301.52
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连旅顺口支行,5010105,旅顺支库待处理税款户,7514.47
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连旅顺口支行,5010105,旅顺支库待处理税款户,211.67
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连旅顺口支行,5010105,旅顺支库待处理税款户,12486.88
111,2.02E+15,3.50E+17,国家金库大连市分库,3.01E+11,交通银行股份有限公司大连高新技术产业园区支行,22203000362,园区支库待处理税款户,52739.98
111,2.02E+15,3.50E+17,国家金库大连市分库,1.04E+11,中国银行大连长兴岛支行,9.04E+15,待报解财政收入长兴岛支库待处理税款户,1948.06
111,2.02E+15,3.50E+17,国家金库大连市分库,1.05E+11,中国建设银行大连保税区支行,24102650,保税区支库待处理税款户,232892.14
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连花园口支行,5010109,大连花园口支库待处理税款户,10230.15
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连中山广场支行营业部,3.40E+18,待报解预算收入-中山支库待处理税款户,157.3
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连西岗支行营业部,3.40E+18,待报解预算收入-西岗支库待处理税款户,2799.57
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连沙河口支行营业部,3.40E+18,待报解预算收入-沙河口支库待处理税款户,827.77
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连甘井子支行营业部,3.40E+18,待报解预算收入-甘井子支库待处理税款户,385.41
111,2.02E+15,3.50E+17,国家金库大连市分库,1.04E+11,中国银行大连长兴岛支行,9.04E+15,待报解财政收入长兴岛支库待处理税款户,9.5
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连中山广场支行营业部,3.40E+18,待报解预算收入-中山支库待处理税款户,3854.64
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连西岗支行营业部,3.40E+18,待报解预算收入-西岗支库待处理税款户,9874.49
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连沙河口支行营业部,3.40E+18,待报解预算收入-沙河口支库待处理税款户,36550.35
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连甘井子支行营业部,3.40E+18,待报解预算收入-甘井子支库待处理税款户,26974.89
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连旅顺口支行,5010105,旅顺支库待处理税款户,46.5
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连旅顺口支行,5010105,旅顺支库待处理税款户,8.9
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连旅顺口支行,5010105,旅顺支库待处理税款户,11061.68
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连旅顺口支行,5010105,旅顺支库待处理税款户,7907.29
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连长海支行,50101007,长海县支库待处理税款户,269.26
111,2.02E+15,3.50E+17,国家金库大连市分库,3.01E+11,交通银行股份有限公司大连高新技术产业园区支行,22203000362,园区支库待处理税款户,154264.49
111,2.02E+15,3.50E+17,国家金库大连市分库,3.01E+11,交通银行股份有限公司大连高新技术产业园区支行,22203000362,园区支库待处理税款户,10533.02
111,2.02E+15,3.50E+17,国家金库大连市分库,1.04E+11,中国银行大连长兴岛支行,9.04E+15,待报解财政收入长兴岛支库待处理税款户,503.32
111,2.02E+15,3.50E+17,国家金库大连市分库,1.05E+11,中国建设银行大连保税区支行,24102650,保税区支库待处理税款户,74811.25
111,2.02E+15,3.50E+17,国家金库大连市分库,1.03E+11,中国农业银行股份有限公司大连花园口支行,5010109,大连花园口支库待处理税款户,5260
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连西岗支行营业部,3.40E+18,待报解预算收入-西岗支库待处理税款户,272.16
111,2.02E+15,3.50E+17,国家金库大连市分库,1.02E+11,中国工商银行大连沙河口支行营业部,3.40E+18,待报解预算收入-沙河口支库待处理税款户,24162.78
111,2.02E+15,3.50E+17,国家金库大连市分库,3.01E+11,交通银行股份有限公司大连高新技术产业园区支行,22203000362,园区支库待处理税款户,73.5
111,2.02E+15,3.50E+17,大连市财政局,1.02E+11,中国工商银行大连市分行会计业务处理中心,3.40E+18,财政零余额户垫款(共用账户)市级预算内,14559612.49
111,2.02E+15,3.50E+17,大连市财政局,1.04E+11,中国银行大连市分行,9.05E+15,财政性资金垫款,3886738.52
111,2.02E+15,3.50E+17,大连市财政局,1.05E+11,中国建设银行大连市分行,1.01E+25,代理大连市级预算内资金支付垫款户,3742
111,2.02E+15,3.50E+17,大连市财政局,3.02E+11,中信银行大连分行,7.20E+18,应收财政支付款项,19580494
112,2.02E+15,278002,国家金库大连市分库,11100099992,国家金库总库,270001,国家金库总库,1143115.49
